File,Folder,Points,Features
w-004-05.pts,w-004,"[(317.468, 279.797), (430.481, 274.329), (334.785, 390.076), (416.81, 385.519), (272.81, 263.392), (348.456, 252.456), (393.114, 247.899), (475.139, 256.101), (266.43, 288.0), (298.329, 283.443), (337.519, 279.797), (411.342, 279.797), (450.532, 277.063), (491.544, 280.709), (370.329, 339.038), (358.481, 343.595), (385.823, 344.506), (374.886, 375.494), (376.709, 402.835), (376.709, 461.165), (287.392, 390.076), (483.342, 386.43)]","{'Eye length ratio': 0.36599613077430104, 'Eye distance ratio': 0.5489250379213989, 'Nose ratio': 0.13958886446099283, 'Lip size ratio': 2.9980425627526626, 'Lip length ratio': 0.4191746369233797, 'Eye-brow length ratio': 0.36599613077430104, 'Aggressive ratio': 0.9467806781415269}"
w-005-01.pts,w-005,"[(342.907, 261.356), (451.443, 263.362), (347.473, 384.66), (441.14, 387.47), (292.298, 241.583), (376.431, 237.747), (419.871, 241.053), (492.586, 237.275), (272.072, 264.767), (315.049, 261.828), (367.46, 264.189), (426.481, 264.189), (481.253, 265.133), (507.223, 264.661), (401.456, 331.238), (383.986, 339.264), (412.316, 339.264), (395.243, 379.508), (394.307, 401.988), (392.902, 469.428), (287.058, 387.47), (494.946, 388.842)]","{'Eye length ratio': 0.3581545315360916, 'Eye distance ratio': 0.5182415446031104, 'Nose ratio': 0.1362723343696476, 'Lip size ratio': 4.164947368629109, 'Lip length ratio': 0.4507576177224485, 'Eye-brow length ratio': 0.3581545315360916, 'Aggressive ratio': 0.9947924601517205}"
w-005-02.pts,w-005,"[(335.164, 269.079), (445.836, 264.775), (334.55, 379.135), (451.984, 378.52), (289.666, 251.248), (371.44, 246.33), (413.864, 245.715), (495.023, 245.715), (269.991, 275.227), (308.111, 272.153), (359.758, 269.694), (420.012, 267.234), (474.118, 266.005), (506.09, 264.16), (392.959, 337.326), (376.359, 347.163), (413.249, 344.089), (391.115, 368.683), (394.804, 414.181), (397.878, 475.05), (285.977, 381.595), (499.942, 374.831)]","{'Eye length ratio': 0.3465999539672077, 'Eye distance ratio': 0.5243254138528429, 'Nose ratio': 0.17292254157472317, 'Lip size ratio': 2.5726732984162357, 'Lip length ratio': 0.5485802543112505, 'Eye-brow length ratio': 0.3465999539672077, 'Aggressive ratio': 0.9756728166737717}"
w-005-03.pts,w-005,"[(358.968, 281.628), (467.558, 283.978), (365.079, 410.432), (459.097, 411.372), (310.549, 265.175), (395.165, 265.175), (437.473, 267.995), (517.858, 266.585), (288.925, 284.918), (331.703, 283.508), (390.464, 288.209), (441.233, 287.269), (497.644, 288.209), (522.559, 284.448), (419.139, 358.722), (401.276, 366.714), (429.951, 367.654), (413.498, 404.791), (414.438, 431.116), (414.438, 482.355), (303.968, 403.381), (504.695, 411.842)]","{'Eye length ratio': 0.3621725809763118, 'Eye distance ratio': 0.5342808259402209, 'Nose ratio': 0.14280564532249013, 'Lip size ratio': 3.569337723127675, 'Lip length ratio': 0.4679952455705728, 'Eye-brow length ratio': 0.3621725809763118, 'Aggressive ratio': 0.9736958748520482}"
w-005-05.pts,w-005,"[(350.278, 274.329), (458.734, 275.241), (357.57, 400.101), (445.975, 401.013), (303.797, 260.658), (390.38, 256.101), (434.127, 253.367), (506.127, 262.481), (282.835, 282.532), (325.671, 277.975), (373.063, 277.063), (441.418, 277.975), (480.608, 278.886), (513.418, 284.354), (411.342, 344.506), (396.759, 353.62), (425.013, 353.62), (409.519, 390.987), (406.785, 418.329), (406.785, 474.835), (297.418, 398.278), (491.544, 401.924)]","{'Eye length ratio': 0.3760040051214214, 'Eye distance ratio': 0.5335844456168704, 'Nose ratio': 0.14551898267844818, 'Lip size ratio': 3.217431322054414, 'Lip length ratio': 0.45534402885481906, 'Eye-brow length ratio': 0.3760040051214214, 'Aggressive ratio': 1.0333030419409401}"
w-007-01.pts,w-007,"[(343.307, 260.216), (448.718, 257.247), (357.659, 369.586), (444.264, 370.575), (301.737, 234.482), (374.485, 231.513), (409.622, 236.462), (490.394, 231.491), (283.921, 264.67), (318.563, 261.206), (371.021, 261.701), (423.479, 258.237), (474.452, 256.257), (500.186, 255.267), (399.229, 314.159), (385.867, 324.551), (412.591, 324.056), (400.714, 357.214), (401.704, 396.309), (405.168, 455.201), (302.727, 383.937), (495.732, 377.504)]","{'Eye length ratio': 0.37383968288276104, 'Eye distance ratio': 0.5169383007835338, 'Nose ratio': 0.13840962370397428, 'Lip size ratio': 2.2146793864326138, 'Lip length ratio': 0.4484991442737675, 'Eye-brow length ratio': 0.37383968288276104, 'Aggressive ratio': 1.017490807043607}"
w-007-02.pts,w-007,"[(345.38, 252.468), (448.388, 247.516), (357.761, 355.972), (450.864, 352.01), (302.295, 230.678), (377.57, 226.221), (415.703, 224.24), (490.978, 222.754), (288.923, 258.906), (322.599, 254.945), (370.637, 254.449), (426.103, 251.478), (475.131, 247.516), (502.864, 245.535), (402.827, 302.982), (388.465, 313.382), (417.189, 311.401), (402.827, 335.667), (406.789, 393.61), (409.154, 449.695), (300.809, 362.905), (505.34, 350.029)]","{'Eye length ratio': 0.35177918691112375, 'Eye distance ratio': 0.5295620398531579, 'Nose ratio': 0.14049383785107805, 'Lip size ratio': 1.6045109214388042, 'Lip length ratio': 0.4547142073604468, 'Eye-brow length ratio': 0.35177918691112375, 'Aggressive ratio': 0.9710789970448943}"
w-007-03.pts,w-007,"[(344.606, 253.855), (448.675, 250.578), (367.96, 362.842), (437.203, 360.384), (310.189, 239.925), (380.661, 233.369), (413.439, 229.682), (488.419, 231.73), (294.619, 257.133), (316.744, 260.001), (372.876, 254.675), (423.273, 253.036), (473.669, 252.217), (498.252, 249.348), (400.021, 307.531), (385.696, 316.685), (414.139, 315.636), (401.147, 346.043), (403.606, 385.787), (406.064, 446.835), (302.404, 365.3), (498.252, 362.023)]","{'Eye length ratio': 0.3680798761782151, 'Eye distance ratio': 0.5185505289613355, 'Nose ratio': 0.14530837130268193, 'Lip size ratio': 1.7399954173211367, 'Lip length ratio': 0.353727974754563, 'Eye-brow length ratio': 0.3680798761782151, 'Aggressive ratio': 0.9955557495719703}"
w-007-05.pts,w-007,"[(338.43, 266.127), (444.152, 265.215), (355.747, 380.051), (431.392, 380.051), (294.684, 255.19), (373.975, 242.43), (406.785, 241.519), (487.899, 250.633), (288.304, 272.506), (314.734, 271.595), (362.127, 268.861), (420.456, 267.949), (466.025, 267.038), (497.924, 271.595), (391.291, 321.722), (381.266, 332.658), (408.608, 331.747), (392.203, 356.354), (398.582, 404.658), (397.671, 454.785), (296.506, 383.696), (489.722, 380.962)]","{'Eye length ratio': 0.38938865324097927, 'Eye distance ratio': 0.5392829791763002, 'Nose ratio': 0.14157437336026255, 'Lip size ratio': 1.5525399766236312, 'Lip length ratio': 0.39146565634807196, 'Eye-brow length ratio': 0.38938865324097927, 'Aggressive ratio': 0.9795882544342528}"
w-008-01.pts,w-008,"[(333.41, 276.547), (440.8, 282.486), (336.379, 404.228), (426.448, 408.187), (296.788, 242.4), (372.506, 255.267), (409.127, 261.701), (487.814, 253.288), (260.662, 288.425), (307.181, 274.073), (356.174, 279.022), (418.035, 283.476), (465.049, 283.476), (501.67, 280.507), (388.342, 343.852), (370.526, 353.254), (403.188, 354.244), (385.867, 396.804), (387.352, 422.538), (387.352, 489.842), (284.416, 405.217), (477.421, 407.692)]","{'Eye length ratio': 0.3281749820366091, 'Eye distance ratio': 0.4733908515681591, 'Nose ratio': 0.16929257698961117, 'Lip size ratio': 3.497560951428409, 'Lip length ratio': 0.46707886066870713, 'Eye-brow length ratio': 0.3281749820366091, 'Aggressive ratio': 1.104092923542684}"
w-008-02.pts,w-008,"[(322.622, 274.954), (429.91, 287.765), (303.94, 381.709), (426.707, 396.654), (283.656, 244.529), (363.722, 256.806), (401.086, 262.678), (484.888, 270.684), (264.44, 269.083), (297.534, 273.353), (347.709, 280.826), (406.958, 289.366), (459.267, 295.238), (493.963, 298.44), (370.127, 345.946), (350.378, 351.284), (390.945, 355.02), (365.323, 383.844), (358.918, 423.877), (351.979, 492.733), (259.637, 376.371), (465.139, 405.195)]","{'Eye length ratio': 0.3638122989964978, 'Eye distance ratio': 0.5201887955588287, 'Nose ratio': 0.1963180679737523, 'Lip size ratio': 3.0504881333545835, 'Lip length ratio': 0.5959769179570699, 'Eye-brow length ratio': 0.3638122989964978, 'Aggressive ratio': 1.0213789104537419}"
w-008-03.pts,w-008,"[(369.752, 322.851), (481.071, 333.983), (366.041, 447.621), (456.952, 460.144), (323.833, 300.123), (410.105, 308.936), (448.647, 311.883), (527.454, 313.11), (301.105, 317.285), (340.994, 325.17), (395.262, 329.808), (455.205, 337.978), (508.901, 337.23), (543.224, 335.838), (419.845, 409.587), (405.467, 415.153), (434.224, 417.472), (411.96, 451.332), (409.177, 470.812), (400.364, 536.212), (317.803, 442.983), (508.437, 465.71)]","{'Eye length ratio': 0.35712803996436815, 'Eye distance ratio': 0.4997073166911259, 'Nose ratio': 0.1502748090779201, 'Lip size ratio': 4.663606065023111, 'Lip length ratio': 0.4780059336967929, 'Eye-brow length ratio': 0.35712803996436815, 'Aggressive ratio': 1.0754390838409882}"
w-008-05.pts,w-008,"[(340.253, 285.266), (455.089, 282.532), (357.57, 413.772), (443.241, 411.949), (295.595, 272.506), (373.063, 262.481), (417.722, 260.658), (497.924, 264.304), (283.747, 295.291), (318.38, 288.0), (363.949, 289.823), (431.392, 288.911), (473.316, 281.62), (502.481, 284.354), (399.494, 352.709), (383.089, 361.823), (419.544, 359.089), (404.051, 403.747), (404.051, 431.089), (404.051, 493.063), (307.443, 419.241), (498.835, 413.772)]","{'Eye length ratio': 0.3665852471367877, 'Eye distance ratio': 0.5643451424328252, 'Nose ratio': 0.19092992773851752, 'Lip size ratio': 3.134020689256097, 'Lip length ratio': 0.447539244155657, 'Eye-brow length ratio': 0.3665852471367877, 'Aggressive ratio': 1.0819367296555462}"
w-009-01.pts,w-009,"[(322.175, 307.562), (430.427, 309.54), (329.095, 430.149), (417.575, 431.632), (278.676, 281.859), (353.316, 277.904), (399.286, 280.87), (471.454, 284.825), (260.881, 313.494), (299.437, 310.034), (344.418, 311.023), (406.206, 312.505), (451.499, 313.74), (481.834, 312.505), (375.065, 370.339), (359.742, 382.202), (388.411, 381.213), (373.209, 417.431), (373.645, 447.57), (374.571, 510.721), (273.239, 431.632), (471.454, 435.587)]","{'Eye length ratio': 0.33827990988680584, 'Eye distance ratio': 0.5404300695658204, 'Nose ratio': 0.14469311187196446, 'Lip size ratio': 2.9358362642389286, 'Lip length ratio': 0.44635782868023804, 'Eye-brow length ratio': 0.33827990988680584, 'Aggressive ratio': 1.0186990169915604}"
w-009-02.pts,w-009,"[(316.074, 315.614), (424.499, 315.614), (314.609, 425.504), (420.104, 429.9), (269.676, 288.752), (345.867, 284.356), (388.846, 287.775), (467.479, 282.891), (256.001, 321.963), (292.143, 318.056), (340.494, 316.591), (400.568, 318.056), (447.943, 317.568), (475.293, 315.614), (370.287, 382.037), (352.216, 388.386), (387.869, 388.874), (368.333, 419.643), (368.333, 451.878), (369.31, 518.3), (266.746, 422.085), (474.316, 422.574)]","{'Eye length ratio': 0.359117207566629, 'Eye distance ratio': 0.5487968677283057, 'Nose ratio': 0.17177935465470642, 'Lip size ratio': 3.2755250944965764, 'Lip length ratio': 0.508677836019796, 'Eye-brow length ratio': 0.359117207566629, 'Aggressive ratio': 0.9816271850525166}"
w-009-03.pts,w-009,"[(314.191, 329.736), (425.24, 327.966), (323.924, 445.652), (419.046, 444.325), (268.383, 303.673), (346.93, 300.536), (391.548, 300.715), (466.386, 301.421), (253.136, 330.179), (288.561, 333.453), (337.682, 334.153), (399.111, 332.63), (450.458, 328.409), (475.234, 327.082), (369.645, 397.303), (353.124, 407.603), (381.44, 406.718), (369.494, 440.343), (372.591, 467.773), (375.246, 529.27), (273.045, 444.325), (473.022, 443.44)]","{'Eye length ratio': 0.35390672652410565, 'Eye distance ratio': 0.5461694172144869, 'Nose ratio': 0.1416640377894789, 'Lip size ratio': 3.446250130244099, 'Lip length ratio': 0.475706326952168, 'Eye-brow length ratio': 0.35390672652410565, 'Aggressive ratio': 0.9936046337109965}"
w-009-05.pts,w-009,"[(318.38, 313.519), (426.835, 314.43), (329.316, 438.38), (411.342, 438.38), (270.987, 297.114), (347.544, 284.354), (394.025, 286.177), (471.494, 293.468), (263.696, 323.544), (299.241, 315.342), (338.43, 317.165), (407.696, 317.165), (444.152, 316.253), (479.696, 318.076), (370.329, 378.228), (355.747, 386.43), (386.734, 387.342), (369.418, 421.975), (371.241, 453.873), (371.241, 516.759), (278.278, 442.937), (471.494, 443.848)]","{'Eye length ratio': 0.3601223135811744, 'Eye distance ratio': 0.5715639435361118, 'Nose ratio': 0.1604425791656717, 'Lip size ratio': 2.5673198781651747, 'Lip length ratio': 0.42452534092866184, 'Eye-brow length ratio': 0.3601223135811744, 'Aggressive ratio': 1.0468628525047308}"
w-010-01.pts,w-010,"[(307.868, 267.911), (411.359, 258.68), (323.415, 372.374), (408.929, 363.143), (260.252, 254.307), (330.78, 242.341), (376.376, 238.759), (448.771, 237.301), (243.246, 281.516), (284.546, 272.284), (329.246, 267.425), (388.037, 261.595), (432.251, 257.708), (468.206, 249.448), (361.314, 326.702), (345.766, 335.934), (376.862, 333.99), (364.666, 360.627), (367.057, 382.328), (368.602, 445.255), (274.828, 381.12), (463.347, 356.34)]","{'Eye length ratio': 0.3186566839028717, 'Eye distance ratio': 0.5171284978819554, 'Nose ratio': 0.16386137596822525, 'Lip size ratio': 3.939607872126906, 'Lip length ratio': 0.45235352576437066, 'Eye-brow length ratio': 0.3186566839028717, 'Aggressive ratio': 0.9578853397549062}"
w-010-02.pts,w-010,"[(314.464, 247.388), (415.8, 242.493), (313.485, 343.339), (429.507, 334.528), (268.569, 233.864), (346.284, 215.568), (385.937, 217.526), (460.838, 220.463), (248.865, 255.221), (289.497, 251.305), (337.472, 247.878), (395.728, 243.962), (445.172, 242.003), (472.097, 241.514), (367.824, 303.197), (348.242, 310.54), (384.469, 308.582), (368.314, 332.08), (370.272, 374.67), (375.657, 437.332), (266.978, 350.193), (469.16, 330.611)]","{'Eye length ratio': 0.35698078893414525, 'Eye distance ratio': 0.519118282208709, 'Nose ratio': 0.17860590690139705, 'Lip size ratio': 2.729122252164299, 'Lip length ratio': 0.5728212717944541, 'Eye-brow length ratio': 0.35698078893414525, 'Aggressive ratio': 0.9514383422208392}"
w-010-03.pts,w-010,"[(314.698, 272.194), (418.182, 266.771), (324.64, 375.678), (416.827, 370.255), (274.932, 264.06), (344.072, 255.022), (389.713, 253.666), (458.744, 250.799), (247.366, 277.165), (285.325, 280.328), (340.456, 274.905), (395.588, 270.838), (451.171, 271.742), (476.025, 265.415), (368.089, 337.926), (351.754, 346.305), (382.483, 346.305), (370.733, 370.255), (374.349, 388.331), (379.319, 448.885), (273.576, 376.582), (466.083, 367.092)]","{'Eye length ratio': 0.3045423237656836, 'Eye distance ratio': 0.5020907734998086, 'Nose ratio': 0.15943175747700816, 'Lip size ratio': 5.009531660459626, 'Lip length ratio': 0.4791221299955224, 'Eye-brow length ratio': 0.3045423237656836, 'Aggressive ratio': 0.9249091362910687}"
w-010-05.pts,w-010,"[(317.468, 266.127), (419.544, 260.658), (330.228, 373.671), (414.076, 369.114), (272.81, 254.278), (347.544, 242.43), (391.291, 241.519), (458.734, 251.544), (252.759, 275.241), (295.595, 269.772), (335.696, 267.949), (400.405, 264.304), (438.684, 262.481), (477.873, 266.127), (368.506, 330.835), (353.924, 336.304), (384.911, 334.481), (373.063, 359.089), (373.975, 385.519), (373.063, 440.203), (279.19, 380.051), (458.734, 373.671)]","{'Eye length ratio': 0.33585382825642474, 'Eye distance ratio': 0.5097681607295053, 'Nose ratio': 0.1727765859451153, 'Lip size ratio': 3.1752476059169314, 'Lip length ratio': 0.4673995013252885, 'Eye-brow length ratio': 0.33585382825642474, 'Aggressive ratio': 0.9810923030663281}"
w-011-01.pts,w-011,"[(360.094, 268.552), (466.733, 270.075), (355.524, 387.886), (462.162, 390.932), (311.345, 244.177), (390.562, 246.716), (435.757, 245.193), (516.497, 250.271), (293.064, 271.599), (333.18, 268.044), (384.468, 271.599), (441.342, 273.63), (497.709, 271.091), (534.778, 270.583), (411.382, 335.582), (394.624, 345.23), (425.093, 345.738), (408.843, 383.315), (409.351, 410.737), (406.812, 474.212), (307.282, 387.886), (516.497, 390.425)]","{'Eye length ratio': 0.33468815905919647, 'Eye distance ratio': 0.5179396203709553, 'Nose ratio': 0.1456443887244178, 'Lip size ratio': 3.8896941477480658, 'Lip length ratio': 0.5098756728976638, 'Eye-brow length ratio': 0.33468815905919647, 'Aggressive ratio': 0.974243275640565}"
w-011-02.pts,w-011,"[(348.281, 264.192), (454.586, 271.487), (332.648, 373.103), (455.628, 381.961), (302.424, 238.658), (377.984, 236.052), (426.447, 242.306), (503.049, 248.559), (278.974, 262.107), (322.226, 264.713), (369.646, 269.403), (434.263, 273.051), (481.162, 270.445), (524.414, 272.53), (397.265, 331.414), (377.463, 342.358), (416.546, 344.442), (394.659, 371.539), (392.575, 412.186), (388.406, 480.45), (284.185, 371.539), (506.175, 386.13)]","{'Eye length ratio': 0.31285684068371306, 'Eye distance ratio': 0.5080397600872466, 'Nose ratio': 0.17592798078794522, 'Lip size ratio': 3.029420657084592, 'Lip length ratio': 0.554228217991893, 'Eye-brow length ratio': 0.31285684068371306, 'Aggressive ratio': 0.9523985185649326}"
w-011-03.pts,w-011,"[(350.495, 313.408), (459.427, 316.955), (336.308, 434.5), (454.867, 443.114), (297.295, 293.649), (379.236, 293.607), (431.559, 297.209), (513.639, 301.249), (269.936, 310.875), (320.608, 314.05), (371.921, 320.776), (435.373, 323.784), (486.133, 322.216), (529.346, 323.035), (401.247, 393.376), (382.414, 403.594), (416.867, 405.621), (398.121, 442.1), (397.107, 465.913), (391.028, 525.699), (282.096, 426.394), (499.453, 448.18)]","{'Eye length ratio': 0.31644588127003087, 'Eye distance ratio': 0.5177238471226944, 'Nose ratio': 0.1579912744353377, 'Lip size ratio': 4.987355377505139, 'Lip length ratio': 0.5441686569909523, 'Eye-brow length ratio': 0.31644588127003087, 'Aggressive ratio': 0.9421630644280855}"
w-011-05.pts,w-011,"[(345.722, 274.329), (456.911, 274.329), (345.722, 406.481), (451.443, 409.215), (291.949, 259.747), (377.62, 244.253), (421.367, 245.165), (507.949, 255.19), (272.81, 283.443), (320.203, 277.063), (365.772, 278.886), (433.215, 279.797), (480.608, 277.063), (525.266, 284.354), (397.671, 342.684), (383.089, 351.797), (418.633, 351.797), (401.316, 392.81), (400.405, 421.975), (400.405, 490.329), (291.038, 407.392), (507.949, 404.658)]","{'Eye length ratio': 0.34524779974304015, 'Eye distance ratio': 0.5144874401100108, 'Nose ratio': 0.1638514273177239, 'Lip size ratio': 3.62437134680079, 'Lip length ratio': 0.48751767232971754, 'Eye-brow length ratio': 0.34524779974304015, 'Aggressive ratio': 0.9877025188966204}"
